global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
839.0273810037453	0.8251351426857809	703966.9460740039	0.680848003695084	1248.7498255958242	4.393433626033129	19.30225902635861	1559376.1269256014	834.7131482100161	0.3417127583226147	696746.0397946764	0.1167676092004496	950.2305761437132	869.8323503534978	1.0682	21.204718	0.0445733677929818	0.0276332887969286	0.1023296998	0.0509748138	-0.0796679454	0.0948154609	-0.0340607875	-0.0710062058	-0.1684371447	-0.0123975847	-0.0959028221	-0.0690648695	-0.0978571048	-0.1632814646	-0.0380960767	0.0681121418	-0.268575697	0.036439397	0.0409061459	0.0860342068	-0.033419276	-0.1581151827	-0.1178233131	-0.0025526199	0.259944218	-0.1512494779	-0.0833113316	-0.1500124089	0.0409587527	0.0418464627	-0.1169297936	0.0053831696	0.1767119061	0.2219208497	0.0445896972	0.2545700548	0.1050720627	0.1058303762	-0.088333617	-0.0635572912	0.1278214015	0.0816054299	0.1563547276	0.0876483097	-0.0205614243	0.0218236684	0.070000948	-0.151292787	0.0126286648	-0.0167590706	0.0775973993	0.1435075387	0.074912629	0.0448244279	-0.0046309394	-0.1010108577	-0.1685350717	0.1833303788	-0.0949054124	-0.0603835892	-0.2717348385	0.1617452197	-0.0208033201	-0.077064029	-0.0274391712	0.0947279029	0.087001037	0.1310457088	0.2104186131	0.0977008051	-0.091036177	-0.0413959544	0.0130118147	-0.0649204515	0.074604802	-0.0076588853	0.0563677577	-0.1242452432	0.1314228939	-0.0754875696	-0.2072590695	0.0065537423	-0.2753198302	-0.1380488218	-0.1129662954	0.054514638	-0.0390483176	-0.140734465	0.3581578911	0.0241763228	0.0162401701	-0.0261563817	-0.0356571215	0.2411978314	-0.1372554888	0.1419863355	0.1094628008	-0.0359368875907364	0.0038585598246641	0.0012914598897092	1.4888483920511892e-05	0.0052489767164303	0.001428188888724	2.0397235018746947e-06	2.7551756569627416e-05	-0.0368697439033809	-0.0083061046494137	0.0013593780155008	6.899137444701191e-05	-0.0015737217203587	0.0004725619323214	2.2331477987933545e-07	2.4766000531287463e-06	-0.0009741488104773	3.5282079162700136e-05	9.489659049543384e-07	1.244825110043039e-09	-0.0004452673409941	0.0001117662771195	1.982630049559561e-07	1.2491700701152869e-08
836.4625511623188	-2.5648298414264445	699669.5994969748	6.578352115471601	1241.7160295218475	-7.033796073976646	49.47428721028928	1541858.6979715016	833.2944652416088	-1.4186829684073246	694379.6658022988	2.0126613648490177	949.8995597318092	873.9739071543777	1.335551	26.511877	0.0726826355719622	0.0467889771134283	0.0137578179	-0.1473056449	-0.0080300364	-0.2671003887	-0.2166027971	0.2030634681	0.0011265862	0.1224010255	0.1318585022	-0.2715506359	-0.037200955	0.2575638851	-0.0354947592	-0.0801282119	-0.1904749842	0.060574573	-0.0190216421	-0.0894133703	-0.0268706474	0.0681582138	0.0471227642	0.1042212789	0.1718533361	-0.0469824831	-0.1171534806	-0.0357993932	0.0144830233	0.1244499215	-0.0803286972	0.108054528	-0.1779476032	0.0816541531	0.1859575492	0.0413508694	0.0264552118	0.0457503813	0.0045669238	0.1841974393	0.0877164408	-0.1013190878	0.0111749559	-0.166768982	-0.0412383518	0.0550388224	0.0352774864	0.142482457	0.0422412646	0.123074958	-0.1753933466	0.1678499849	0.0384384231	-0.0751981125	0.0996486699	-0.0354157718	-0.0964661196	-0.0654856198	-0.0263000403	0.0301313594	-0.3069870708	-0.0409849688	0.0173018969	-0.0699813747	0.0221497677	0.0949683956	-0.0372911408	0.1771041879	-0.0054964963	-0.2348189566	-0.0211241998	-0.0369059053	0.0527874735	-0.0989513464	0.0801449321	-0.1672548048	-0.0851365569	-0.1196950755	-0.0889129794	-0.0686324495	-0.2154279723	0.045147142	-0.0352938636	-0.0871991949	-0.0237619777	0.1511729148	-0.1276443156	-0.1098589255	-0.0119504602	-0.0816113455	0.1220260278	-0.0157276028	0.0259849615	-0.0999611423	0.0365784532	0.1397444952	0.1012278027	-0.0343820618497971	0.0015548257409392	0.0011821261770432	2.4174830846874394e-06	0.0128978289260714	0.0076488522096411	5.850494012493154e-05	0.0001663539910062	0.0064338136351409	0.0433035575385218	4.139395789172496e-05	0.001875198095492	-0.0015735662015597	1.555187990000175e-07	2.4186096842407848e-14	2.476110590691022e-06	-0.0008658824563925	0.0001082663540847	7.497524282883096e-07	1.1721603426815286e-08	-0.0001501812122207	0.0002950861287734	2.2554396504078927e-08	8.70758233944716e-08
837.0287689650395	0.5662178027206437	700617.1600751295	0.3206026001177938	1243.9662212655564	2.2501917437089105	5.063362883455747	1547451.9596497074	834.8359091834948	1.541443941885973	696950.9952622324	2.3760494259769667	951.350909215323	867.2401059155394	1.270078	25.212177	0.0605651450836855	0.0334853714853052	0.0643847736	0.0057194041	-0.0960686227	0.0495322161	0.038116658	-0.0403939625	-0.0933796205	0.031416648	-0.105046761	0.0886698176	0.2416027254	-0.104956406	-0.0827537949	0.115428508	-0.0666681596	0.0034050147	0.1079478365	0.0404727431	0.0195101974	-0.0809436956	0.004335637	-0.0713638712	0.0825712981	0.0002750125	0.0334399114	-0.0471361248	-0.0093716813	-0.2011673683	-0.0548695298	-0.0228341732	-0.1307225007	-0.1865977431	0.10663661	-0.1122532954	0.1155607164	0.0470332975	0.1209645606	-0.008579927	-0.2748480761	0.0465332457	0.0120009114	-0.1658511837	0.1281244009	0.1028368441	0.0747111479	-0.1641034838	0.0649228158	-0.0399371087	0.1450741298	-0.0188010447	-0.0604496679	-0.0446568996	-0.0553786263	-0.107179666	-0.1582556283	-0.0539843065	-0.0436351636	-0.0139986344	0.1059983802	0.1178767189	-0.0455739092	-0.0350090342	-0.1285507336	-0.0323328884	-0.3176597004	0.213263976	-0.1769282691	-0.0270119466	0.0726057888	-0.0181748743	0.0325492792	-0.1150751451	0.0444188372	0.0275844315	0.0013926229	-0.0679074852	0.1619163299	-0.0610391856	-0.0820176569	0.170596097	-0.0851730171	0.0230233522	-0.0800828686	0.0892216598	-0.2620885391	0.0094566836	-0.0272096708	-0.1368118962	0.035238783	0.0797997203	-0.0605272807	0.0739459792	0.0590294318	0.1373117808	0.0924399334	-0.0325440043193339	0.0018380575304631	0.0010591122171368	3.378455485292471e-06	0.0079997753022809	-0.0048980536237905	2.399092930152725e-05	6.399640488698348e-05	-0.0244475724784365	-0.0308813861135774	0.0005976838000884	0.0009536600082958	-0.001823032067219	-0.0002494658656593	6.223321812914393e-08	3.3234459181087804e-06	-0.0007189212765759	0.0001469611798166	5.168478019135217e-07	2.159758837308704e-08	-8.765530137951028e-05	6.25259108411897e-05	7.683451859932778e-09	3.909489526520404e-09
837.8260457189392	0.7972767538997232	701952.482885034	0.6356502223088798	1239.925575130242	-4.040646135314546	16.326821190832376	1537415.4318620611	835.4906750654849	0.6547658819901017	698044.6681213797	0.4287183602182757	951.7404875869548	885.5519668942406	1.150336	22.83519	0.0660558664720327	0.0303264141551077	-0.088765657	0.0359999962	0.144129207	-0.1247608463	0.0243871579	-0.0230229525	0.1032051066	-0.0283770512	-0.1476866926	-0.032566851	0.1211251826	0.0425600239	0.1249303307	0.0756456765	-0.0159753595	-0.0119637025	-0.0010933743	0.0324982095	-0.0695538545	0.0661906923	0.0655665778	0.1805220284	0.0512138244	0.1855120406	-0.0368976487	-0.0307761842	-0.0890954913	0.1024609086	0.0334804974	0.1207932645	-0.037523793	-0.1661909082	0.1464074675	0.1011473724	-0.0528533019	-0.1744481321	-0.0819488066	0.106747261	-0.1711760318	-0.0129631605	-0.2504447799	0.0808006306	-0.1293549127	-0.0958638674	-0.0691695645	0.0632425043	-0.0210038099	-0.0560380015	-0.1379714954	-0.0488359725	-0.0451332615	-0.0670889987	0.003699187	-0.1326718124	0.0423897457	-0.1290550419	0.0238699039	-0.3267007843	0.0213393494	0.0092383025	0.0778045349	0.0253781408	-0.340454486	-0.0426684751	-0.1176027388	-0.0589356609	-0.1126157124	-0.1224559265	0.1701195011	-0.0018793336	0.0404118158	-0.0752831181	-0.1736469962	-0.0368288164	0.1155928675	0.044042727	0.1561657818	-0.1330722842	-0.1767823514	-0.0934007053	0.0707300633	0.0992061081	0.0496603788	0.0563733594	-0.1427637234	-0.059369558	-0.1211964581	0.1448525211	0.1726683549	-0.0444934283	-0.0143894211	-0.0832483838	0.0915081616	0.1346915149	0.0831471893	-0.0176846570088002	0.0148593473105337	0.0003127470935189	0.000220800202495	-0.0096236935373639	-0.0176234688396448	0.0003105866539419	9.26154773010997e-05	-0.0099596021299674	0.0144879703484691	9.919367458725116e-05	0.0002099012848181	-0.0015100075673536	0.0003130244998654	9.798433751598381e-08	2.2801228534651365e-06	-0.000718985907721	-6.463114510008201e-08	5.169407355013904e-07	4.177184916947855e-15	-1.904283292230788e-05	6.86124684572024e-05	3.6262948570693275e-10	4.707670827790595e-09
836.551887769275	-1.2741579496641862	699819.0609303378	1.6234784806924427	1241.150783885609	1.2252087553670208	1.501136494228004	1540455.2683398614	835.3568281802053	-0.1338468852795813	697821.0303872931	0.0179149886990454	951.6855271076248	872.1086669320543	1.14571	22.743362	0.1460020000250633	0.0765600768395696	0.1065558602	-0.099274208	-0.0560974455	-0.2341800236	-0.0061474598	0.0389363921	-0.0666914027	0.2670890623	-0.0032496032	-0.0394422762	0.1186019122	0.1548335282	-0.0081794426	0.1424393073	-0.0721376771	0.0509605499	-0.1534348818	-0.0206365451	0.0578536391	-0.0603789659	-0.0149598929	-0.1876258485	0.165256775	0.001575652	-0.0313076757	0.0687924969	0.2840344066	0.0192892168	0.0746708626	0.0545514031	0.0896649517	-0.1773964876	-9.22254e-05	-0.2012951427	0.1945948292	-0.2044412418	-0.0658219241	0.0103965266	0.1094403785	0.0723756601	-0.2309920183	0.0313262421	0.0333233192	0.1108838513	0.0299764972	0.005326761	0.1978378038	0.165501045	-0.021398286	0.2041903225	-0.1034269631	-0.1050977747	-0.0402153181	0.0849052502	-0.1120107144	-0.0614985642	-0.0882127457	-0.0028773143	0.0111784402	-0.1362276625	-0.1034696081	0.0470255613	0.1180885028	-0.0081884177	-0.1751623358	-0.0278083799	-0.0579642526	0.0922306126	0.29518963	0.090135666	0.1130038263	-0.190242076	0.0797616521	-0.0404299469	0.0601443822	0.1526460257	0.0308833412	-0.1945302189	0.0268238239	-0.0115115828	0.2144064857	0.0695876914	0.0284425597	0.008362464	-0.053615104	-0.0511000171	0.0525663195	0.0031286515	-0.0129484862	0.0229538424	-0.032786423	-0.0633660202	-0.037851645	0.1318872767	0.0734003241	-0.0233555105534293	-0.005670853544629	0.0005454798732113	3.215857992463242e-05	0.0261913906270478	0.0358150841644117	0.0012827202537038	0.0006859889429786	-0.0613260300478586	-0.0513664279178912	0.0037608819614308	0.0026385099170439	-0.0010720026067613	0.0004380049605923	1.918483455034623e-07	1.149189588903022e-06	-9.499012250602236e-05	0.0006239957852149	9.023123373709137e-09	3.8937073996605657e-07	-1.8050890766958707e-05	9.91942155349171e-07	3.2583465748067506e-10	9.839492395587589e-13
835.7702410620957	-0.781646707179334	698511.8958449935	0.6109715748442955	1241.4091579342676	0.2583740486586521	0.0667571490202635	1541096.6974030673	833.8181684170551	-1.5386597631502354	695252.7379823724	2.3674738667375386	951.4135985624082	871.6657858599583	1.099661	21.829243	0.0793978821481618	0.0389623981559354	-0.0272374004	0.1014038443	-0.1000270155	-0.035472457	-0.1998885525	-0.1143465608	0.0730461642	0.0364452192	-0.0144720843	-0.0060903849	0.110187497	-0.0691966448	-0.0786426605	-0.1139815128	0.1029997109	0.1480324229	-0.0425209057	0.0622565782	0.049199201	-0.1070010289	-0.0671316205	-0.0978217076	0.1414323079	-0.2283175049	-0.0004956488	-0.036327601	0.0473933272	-0.0002185228	-0.0200543748	-0.034585129	0.0996778182	-0.1788609366	0.0533966807	0.0808133917	0.1527626043	-0.1310473863	0.0648123234	0.1540829682	0.2349875761	-0.2623691806	-0.0559700808	-0.0763973693	0.0258564317	0.0276846461	-0.1007727645	-0.0925863466	0.0762041729	-0.0478883007	0.1162264854	0.1957440018	0.0172267624	-0.0979898201	-0.1082577747	-0.0071871835	-0.1128117979	-0.0381958394	0.0188927529	-0.0110372433	-0.0489379118	-0.0831391225	0.0183024558	0.0780621404	0.0981698904	-0.1950912782	-0.130965247	0.0193793841	-0.1522050842	0.0792304051	-0.0212829343	0.0693073844	0.0645837284	-0.1827686692	0.048693783	0.1879508232	0.1240728581	0.009281307	-0.1162679007	-0.0523640265	0.0310876221	0.0186678999	0.2288427814	-0.0227325549	-0.1225376127	0.0115391426	-0.069344924	-0.0901530255	-0.0385467162	0.08040048	0.0773105617	-0.0553142262	-0.1304155419	-0.0994799721	0.0528959298	0.1289028963	0.0632525717	-0.0174702166691673	0.0058852938842619	0.0003052084704676	3.463668410413166e-05	0.0029898208894962	-0.0232015697375516	0.0005383128382864	8.939028951267848e-06	-0.0448044985443019	0.0165215315035567	0.0020074430898063	0.000272961003223	-0.0013819942881373	-0.000309991681376	9.609484252231953e-08	1.9099082124441225e-06	-4.920861144674937e-05	4.5781511059272986e-05	2.4214874405171536e-09	2.095946754870334e-09	0.0003019656572536	0.0003200165480205	9.118325816059861e-08	1.0241059100699455e-07
836.4738460220701	0.7036049599744274	699688.4950789539	0.4950599397006155	1235.734608358588	-5.674549575679521	32.20051288684463	1527040.022295153	833.8982872321592	0.0801188151041287	695386.3534487287	0.0064190245336895	950.2552632667793	872.8820348059994	1.192328	23.668772	0.0517737139900129	0.0279186258322224	-0.0746553955	-0.0991812647	0.1809433842	0.1045172625	0.022403459	0.0137087114	0.181136152	0.0254602168	-0.0918621545	0.1767437973	0.0002698571	-0.0424556221	0.1394866292	-0.0589940181	-0.1519213595	-0.0475451775	0.010048181	0.0902256349	0.117664197	0.0556881521	0.0464160202	0.1208657338	-0.0059852938	-0.0655426483	-0.0525133934	-0.0448450748	0.1799314665	0.0742014915	0.1876365148	-0.0287008837	-0.1351294579	-0.0094451611	-0.1072965689	0.0466733516	-0.1823938928	0.0634211418	-0.1246960809	0.132037101	0.1209338274	-0.058235433	0.0224535539	-0.0417473841	-0.001189921	0.0743394812	-0.0285585315	0.1571793467	0.0205892687	-0.1463203243	0.1162160476	-0.0076721943	0.0484718045	-0.0958746226	-0.1247768141	-0.0297368926	-0.0415848952	-0.0920545224	-0.0599294026	-0.0977088018	0.039422081	-0.0885550566	0.066846934	-0.0861836726	0.0410679918	0.0392848924	0.1820605647	0.035103388	-0.0670877293	0.0458692002	0.0350913015	0.0807189971	0.073377252	-0.2267439045	-0.2437469137	0.048234293	0.0287926285	0.0534689496	0.093573713	-0.0213088246	0.103205836	-0.1405639622	0.1124448545	0.0045281031	-0.0340023191	-0.0563658617	-0.0574788755	0.1033845354	-0.0377158726	-0.0020018101	-0.0615804061	-0.1254808474	0.0181288519	-0.0973679926	0.0431434909	0.1257424501	0.0527593557	-0.0173843102504065	8.590641876080052e-05	0.0003022142428823	7.379912784306019e-09	-0.0210581114077825	-0.0240479322972787	0.0005783030477745	0.0004434440560625	-0.0546437521739449	-0.0098392536296429	0.0029859396516475	9.681091198844288e-05	-0.0012730092254397	0.0001089850626975	1.1877743891199794e-08	1.620552488054585e-06	6.339382101105961e-05	0.0001126024324578	4.018776542382263e-09	1.2679307795415437e-08	0.0001675407195224	-0.0001344249377311	2.8069892698083508e-08	1.807006388403699e-08
837.1866227214515	0.7127766993813793	700881.44126375	0.5080506231810132	1240.4863243418292	4.751715983241184	22.57880478538973	1538806.320879102	835.2222562496192	1.3239690174600582	697596.2173347046	1.752893959194152	951.5344883428808	870.0823623268867	1.114587	22.125542	0.1390237506764417	0.0715630751972313	0.1393087897	-0.0873403632	-0.0327566233	-0.1575368815	0.0223935026	0.0185404141	-0.0246228115	0.2617562337	-0.0009577374	-0.0071223347	0.0769595373	0.1429874513	-0.038740697	0.0810000383	-0.2136543765	0.0268848163	-0.1506377487	0.0409513352	0.069159585	-0.0495496612	0.0077002342	-0.1826755071	0.0536834859	-0.0191405092	-0.2381681075	0.1877925334	0.0398052684	0.0705170775	0.2144303596	-0.0566985697	0.1192624076	-0.0429621453	-0.1815176469	-0.0228734459	-0.0696262357	-0.0085100623	0.0723332145	0.0233422429	-0.0148843944	-0.1031859237	0.07562888	0.1404142212	0.1383034766	-0.0716910562	0.0547286901	0.0503106404	0.206943426	0.098993071	0.0594132333	0.199866214	0.0048046898	-0.032554118	-0.0006888553	0.0444061903	0.0702910803	-0.0788132805	0.046123783	-0.0775237854	0.0680547296	-0.1225918552	-0.1496532056	-0.2144928661	0.1237553302	0.0631967793	0.0454067361	-0.2208563699	0.029291524	-0.0030368986	0.0052319942	0.1105042491	0.1331389968	-0.2189838864	0.0339731239	0.0267116646	-0.0227120119	0.2595576659	-0.0610949769	-0.1305826536	0.0282138462	-0.0914292266	0.1439516988	0.1355737987	0.0644281046	-0.0232923715	0.0990452648	-0.0613070668	0.0915892063	0.0398401056	-0.1478300078	-0.0113024423	-0.0434410864	0.0924345882	0.0983391358	0.1224102548	0.0419779864	0.0182027832183422	0.0355870934687487	0.0003313413168939	0.0012664412215534	-0.0108132927034176	0.0102448187043648	0.0001049563102853	0.0001169272990897	-0.0927863303951141	-0.0381425782211692	0.0086093031081912	0.001454856273358	-0.0005220033384704	0.0007510058869693	5.64009842262545e-07	2.72487485374243e-07	1.4877585475581157e-05	-4.851623553547846e-05	2.213425495832234e-10	2.3538251105340227e-09	0.0004690038026608	0.0003014630831384	2.199645669102906e-07	9.087999049530988e-08
835.7512711107913	-1.4353516106601774	698480.1871633034	2.0602342462247654	1246.27103197082	5.784707628990873	33.462842352905206	1553191.485129613	836.15412768983	0.9318714402107844	699153.7252527406	0.8683843810805215	953.0951689455292	868.251606075243	1.078335	21.405905	0.0813001297812524	0.0502949200320936	0.0306290749	0.0621576581	-0.0968151095	0.0355308747	-0.2504829373	-0.1549811552	-0.0380166714	0.0477985023	-0.008893632	-0.0059328949	-0.0357954331	-0.0213205983	0.1035191137	-0.0840891172	0.1349333987	-0.0462831243	-0.1991204772	0.0530151615	0.0053320098	-0.132825999	-0.0829754582	-0.223233675	-0.1871410064	-0.18818768	-0.1195672097	0.1210695487	0.071481816	-0.1733154147	0.1012813056	0.1576926477	0.0607552504	0.0015858847	0.0206967496	0.0127456483	-0.0593001226	0.2505754293	-0.1599229455	-0.0203772203	-0.0205121688	0.1137181863	-0.1374794129	0.0819923571	-0.0822579691	-0.023762543	-0.0852906757	-0.1616532828	0.0760669414	0.0384177438	0.1814437751	0.1141442752	0.2059744312	-0.0325512126	0.0235166517	0.096112069	0.0146507162	-0.0950014144	0.1716552511	-0.0797081455	0.0060681188	-0.3379144554	-0.0826655818	-0.0175910907	-0.0090397046	0.1292383719	-0.0582298968	0.0108780374	0.0164202584	0.0932728849	-0.089471644	0.060868882	0.087204244	-0.2452254787	-0.0153768864	0.2972253891	-0.0564992493	0.0811155252	0.0382968551	0.0731410543	-0.0702070833	0.0259763127	0.1335081994	0.077861341	-0.0688314458	0.0169855078	-0.063822004	-0.1593136219	-0.0846522015	-0.0398541933	-0.1512629693	0.0933620999	0.0503502314	-0.0540296134	-0.0678156085	0.1189108618	0.0309673479	0.0182577932114611	5.500999311890131e-05	0.0003333470129524	3.0260993429415693e-09	0.0057389320207903	0.0165522247242079	0.0002739761433206	3.293534073925223e-05	-0.0507680789804894	0.0420182514146246	0.0025773978433692	0.0017655334519426	-0.0008690286587876	-0.0003470253203172	1.2042657294125526e-07	7.552108097941748e-07	0.0001212961898551	0.0001064186043795	1.4712765673364464e-08	1.1324919358084546e-08	0.0004690527509501	4.894828930000024e-08	2.200104831738565e-07	2.395935025396517e-15
835.6874743106197	-0.0637968001716444	698373.5547196626	0.0040700317121407	1238.4524063866986	-7.818625584121492	61.130906024679135	1533764.3628850044	833.3968520136605	-2.75727567616957	694550.3129462791	7.60256915439636	951.1472057081896	883.7742285830243	1.20396	23.899675	0.1174165186353743	0.0672148520838038	-0.1898587835	0.0784443622	0.0651279954	-0.1475827253	0.0685846928	-0.1018645396	0.1248002208	0.0177444281	0.1016734875	0.0870227754	-0.0720546977	0.1127890009	0.0797900625	0.0212392851	0.0732213646	0.038004003	0.0088848348	0.0417044925	-0.0090895043	0.1192595594	0.0112276751	-0.071112078	-0.0340861543	-0.1976891574	0.0035904759	-0.2202465682	0.0440320255	0.0123805615	0.1142612131	-0.0661643771	-0.0473071469	-0.2202930792	0.0136343548	0.1659863724	-0.066688048	-0.0482444072	0.0073084521	-0.055034832	-0.0934765116	0.0998032591	-0.1129155348	-0.0507642687	-0.1553554592	0.0044757216	-0.1477974701	0.058295191	-0.0167279913	-0.0017663831	0.086243091	0.0305710216	0.067493906	-0.1417747698	-0.1699746488	-0.0114244375	-0.0128869941	0.1902609691	0.1143726088	-0.0223713225	0.0793931499	-0.1440586946	0.0615208142	0.0099918869	-0.0075624973	-0.1160912683	0.0303626073	0.0573720591	-0.0132845341	0.0285252867	0.0152890327	0.0184715631	0.1043132874	-0.0637184206	-0.1148181102	0.0414849169	0.1893956859	0.2755363362	-0.090090626	0.0621545534	-0.0224928576	0.0347344529	-0.1014534195	0.0077845462	0.0101314218	0.0948270301	-0.0600724387	0.0620288124	-0.0828543608	-0.1776168574	0.0152748753	0.0621450355	0.0662128427	0.1774940769	-0.0153819954	0.1152490509	0.0197875765	0.0182811294776144	2.333626615329959e-05	0.0003341996949773	5.44581317977636e-10	-0.0044539137530534	-0.0101928457738437	0.0001038941049693	1.9837347719638226e-05	-0.037784378159742	0.0129837008207474	0.0014276592329183	0.0001685764870026	0.0003090787783634	0.001178107437151	1.3879371334704972e-06	9.552969123461174e-08	-0.0004589472367193	-0.0005802434265744	2.106325660922812e-07	3.366824340828011e-07	0.0003430708991829	-0.0001259818517671	1.1769764186616356e-07	1.5871426974692744e-08
836.6817321187708	0.9942578081511328	700036.3208612666	0.9885485890694948	1237.9641584916549	-0.4882478950437416	0.2383860070146445	1532555.2577099511	834.7622614036991	1.3654093900386215	696828.0330638177	1.8643428024056403	950.8418488794445	868.4830064006236	1.230636	24.429216	0.0771170559807139	0.0370744406794212	-0.0539162458	-0.1581457218	0.1082682061	0.1361091752	0.0389177312	0.0119769906	0.1429273992	0.0004972986	-0.0230424062	0.156045458	-0.1720603395	-0.0440196868	0.1331560349	-0.1132923118	-0.1116030807	0.0652873357	0.0743026948	-0.0362651421	0.0018806008	0.0555356005	0.1248910437	-0.0568125636	0.0290457439	-0.2166779748	-0.1419830247	0.1699877787	-0.0900391634	-0.0163476718	-0.1552747975	-0.0587422613	0.0095602169	0.0910014059	0.0261936188	0.0157102149	-0.0129756894	-0.0244196238	-0.3022903452	-0.0579055514	-0.1247260827	-0.0836341433	-0.047265348	-0.0709519097	-0.0163836252	-0.142187404	0.0191170401	0.106479306	-0.0180813685	-0.0265676057	0.1576860862	-0.0091840827	0.195184414	0.0766341999	-0.2178685563	-0.0699053529	0.0621267982	-0.0864985464	-0.1781256383	-0.2256325877	-0.0087237323	-0.127985878	-0.0193222504	0.0236674531	-0.073555419	0.0148967005	0.08145591	-0.030441935	0.1056251078	0.0565979646	-0.014838596	0.0078325608	0.0840922403	-0.1756330378	-0.1525546582	-0.0580734293	-0.0096386708	0.0710573036	0.0417921565	0.2494469616	0.0523040255	-0.0825561262	-0.1887598615	-0.0732742963	-0.1912720008	-0.0507701703	0.0580311132	0.2450456998	-0.0134714802	0.027198107	0.0345882296	0.0165599236	0.1209732862	-0.0743549186	-0.0949503535	0.1114298236	0.0084997322	0.001662082445307	-0.0166190470323073	2.762518054997697e-06	0.000276192724262	0.0039726576830645	0.0084265714361179	7.100710616799808e-05	1.57820090668114e-05	-0.0118054154635984	0.0259789626961435	0.0001393678342681	0.0006749065027676	0.0005090093334762	0.0001999305551128	3.997222686771237e-08	2.5909050156588544e-07	-0.0004359882462967	2.2958990422600005e-05	1.9008575090887198e-07	5.271152412250388e-10	4.411094839539811e-05	-0.0002989599507875	1.9457757683414754e-09	8.937705217486558e-08
