global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
1308.9325714937972	-0.9429235452696504	1713304.4767173645	0.8891048122238863	2134.626884829156	2.0093374713205776	4556631.937435428	4.037437073652973	1221.698170373795	-0.6462634796789644	0.4176564851667632	1492546.419494678	1482.4796410276178	1339.42669074006	1.10393	20.778667	0.0445854141788717	0.0221361789582284	0.1849776155	-0.1386386088	0.0719775224	0.0165153441	-0.0917375545	-0.1656154319	0.1065615982	0.1170237392	0.1098815173	-0.054651436	-0.09250806	0.1115705575	0.1712307316	0.1317134735	-0.1013899215	-0.0586902207	0.0068046446	0.1418023798	0.0575671537	0.0397098622	-0.1863959633	0.1236216187	-0.1043214269	0.0457221624	-0.0442110304	0.0321238339	0.0768234304	-0.0827194207	0.1389958555	0.0348332065	-0.1970285254	0.0341586403	0.1892378827	0.0599072598	0.1107753461	-0.0358246182	-0.0508681525	0.0795944966	0.1135633818	0.0345513353	0.1390402069	0.141397458	0.0629583401	-0.1251475377	0.1210844293	0.1628244413	-0.0505762705	-0.038006474	0.0965444676	-0.1041059183	0.0182420826	0.1366260481	-0.0649399845	-0.1420089869	-0.0019012756	-0.0827581775	0.0320705215	-0.2001864991	0.0717471091	0.0304830774	0.1932914444	0.0303985051	-0.0389861348	-0.0421482364	0.1414378092	-0.01130284	-0.0462551829	0.0848792423	-0.0931464539	-0.1445833039	-0.0761896718	-0.000209616	0.0580983985	-0.0837944659	-0.0663047418	-0.1431887012	0.0311417673	-0.1227676369	0.0960668629	-0.0698808194	-0.1095149979	-0.0804247419	-0.0777024566	-0.0545003279	-0.1336636093	0.022715852	0.0346834444	-0.1009817871	0.1419863355	0.1094628008	0.0150592282329569	-0.0001336202179089	0.0002267803549722	1.7854362634021977e-08	0.0050015128606872	-0.002372505039844	2.5015130895619458e-05	5.62878016408518e-06	-0.0840504836771955	0.0099956310055588	9.991263919929026e-05	0.0070644838063705	0.0004063060062208	-0.0001685898965192	1.650845706910968e-07	2.8422553208388266e-08	-0.0007865999449896	0.0001934614294294	3.7427324676866734e-08	6.187394734576418e-07	-0.0004928400896738	-0.0002796218323624	7.818836913376204e-08	2.4289135398967924e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1306.942802044828	-1.989769448969128	1708099.4878167869	3.9591824600509056	2139.397423726475	4.770538897319057	4577021.336647479	22.75804137083412	1220.658973206865	-1.0391971669298528	1.0799307517550325	1490008.3288704385	1483.1935800117358	1335.1672071097091	0.929862	17.502285	0.0677857730798333	0.0349686689010548	0.1777240322	-0.0641263432	0.0216733178	-0.0082504914	0.019096414	-0.1871268804	0.1355104076	0.0904952433	0.153067545	-0.033652778	-0.2261444814	0.0700516509	0.0379922592	0.0435081241	-0.1180032354	0.1202278067	0.1134734953	0.1625179975	-0.0105616708	0.0278808374	-0.1188510317	0.0650878449	-0.0734739833	-0.248684166	0.1669262548	0.142218528	-0.0439656301	0.0296527197	0.1004539222	-0.0279598594	-0.2056440407	0.0576744617	-0.023708192	0.0689779221	0.1640376552	0.0875158564	0.028685422	-0.1578160765	-0.0665579729	0.0080686457	-0.0067842838	0.1788593055	-0.0138570739	-0.1108663634	0.1908138349	0.093854869	0.0347882181	0.0322754282	0.0398944264	-0.1051609335	-0.0104574134	0.025117952	0.0408582793	-0.2098768742	-0.0862487666	-0.0623962684	-0.0951957714	-0.0903944875	0.1383110148	0.1288156073	-0.0357633229	0.2342037701	-0.0226287243	-0.0406435692	0.142633486	0.0365818382	-0.0530216836	0.0661129616	-0.0725033866	-0.1305692692	-0.0765960058	-0.0353545923	0.1195917844	-0.050067965	-0.1312617166	-0.0508982963	0.0453878746	-0.0262237469	0.1096425512	-0.045606741	-0.1918851457	-0.0896791017	0.0138242567	-0.032009992	-0.1349226561	-0.0092712651	0.1462926511	-0.1679503832	0.1397444952	0.1012278027	0.0151326130869762	7.338485401930071e-05	0.0002289959788401	5.385336799434076e-09	0.0263306830169653	0.0213291701562781	0.0006933048681399	0.0004549334995554	-0.0618520004313296	0.0221984832458659	0.0004927726584169	0.0038256699573571	0.0006753133245171	0.0002690073182963	4.5604808627033803e-07	7.236493729696686e-08	-0.000916137976362	-0.0001295380313723	1.6780101571836864e-08	8.393087917326604e-07	-0.0004076907428691	8.51493468047e-05	7.250411261267073e-09	1.662117418211586e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1305.2672517744788	-1.6755502703492766	1703722.5985549006	2.807468708467534	2135.499436616012	-3.897987110462964	4560357.843787305	15.194303513335406	1217.8057670430935	-2.853206163771574	8.140785412984103	1483050.8862434174	1480.99884049265	1319.7233760814636	0.901665	16.971535	0.0569592091109733	0.0301599918995902	0.1558208055	0.0040935817	-0.0070794481	0.0353944112	0.0971963591	-0.1707584226	0.1748783969	-0.0402038076	0.1207719541	-0.0305040799	-0.1187525348	0.0247631692	0.0042831053	0.0985100635	-0.0063627495	0.0446835421	0.0757422628	0.0931116708	-0.0250811039	0.0684436484	-0.0353681435	0.1331598846	-0.0640397286	0.0136488873	0.2264295179	-0.0344405019	-0.1570798589	-0.0159574153	-0.0005625381	-0.0101794066	0.0024288191	0.0482173302	0.0863113038	-0.1085920939	-0.1121553907	-0.0840490174	-0.0258996026	0.0633388674	0.1424837184	0.0689813157	-0.0335995579	0.1379408166	-0.0510422796	-0.120903385	0.0740460967	0.0214615674	0.1058960644	0.1038166881	-0.0142615445	-0.0462230352	-0.1101528756	0.0010146462	0.0775929917	-0.0609512687	0.0154205637	0.0161526932	-0.1498240786	-0.0978349757	-0.0202911721	-0.0231422089	-0.023280614	-0.0625855873	-0.089826438	0.0701558019	0.1350981426	0.0237609619	-0.0660262225	0.1125049589	-0.0637033752	-0.0773465507	-0.021447456	-0.0007016618	0.0866798034	-0.0366350905	-0.1328710581	-0.0468763773	0.0423747228	0.0383661391	0.0771923091	0.0208831723	-0.1060981682	-0.0159055464	0.0085277791	-0.0136724259	-0.0897379317	0.0318321287	0.0351022147	-0.2135129143	0.1373117808	0.0924399334	0.0093114708552235	-0.0058211422317527	8.670348948767666e-05	3.38856968822948e-05	0.0193211304461726	-0.0070095525707927	0.000373306081718	4.913382724270655e-05	-0.0555417575171617	0.0063102429141679	3.981916563580621e-05	0.0030848868280951	0.0002941483078797	-0.0003811650166374	8.65232270284908e-08	1.4528676990818942e-07	-0.0009081139140716	8.024062290399973e-06	6.438557564021887e-11	8.246708809304413e-07	-0.0007748670918265	-0.0003671763489574	1.3481847123368638e-07	6.004190099956576e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1305.219132501512	-0.0481192729669146	1703596.9838479992	0.0023154644308644	2136.617395790979	1.117959174966927	4565133.895996626	1.2498327168927323	1218.8020501319395	0.9962830888459848	0.9925799931204964	1485478.4374058188	1479.8294713338216	1304.4819293778407	0.97733	18.395744	0.0506747246898243	0.0223858836365453	0.1225786711	0.0946547957	0.0217272505	0.086117395	0.0721502693	-0.0883928639	0.2312242663	-0.0587926798	0.0781706196	0.0845882507	-0.1094380222	0.0224922828	-0.1253263192	0.0192667742	0.1800934664	-0.1391895851	-0.0073371152	0.1105085907	-0.017299923	0.0370944073	-0.00120439	0.045789077	0.073174693	0.1063419966	-0.1735338891	0.1729026012	-0.1487831936	-0.0232784737	0.1740509943	0.0290965198	0.1555059957	0.0312440304	-0.1760407113	0.0791850864	0.1182251622	-0.2255061275	0.0722115126	0.0522021205	0.1998079122	0.0164472754	0.1261217681	0.214793105	-0.055724343	-0.0863827608	0.0068788593	-0.10137348	0.0711524547	0.1470398901	0.0517345646	-0.0550685617	-0.0538047988	-0.1097466349	-0.1819391079	-0.0126948607	0.0597741846	-0.149409313	0.0143952458	0.0456260012	-0.1775062775	-0.0266632736	0.0446020864	-0.0103497967	-0.096992013	-0.0079870989	0.1293922816	0.1093819062	-0.0425581943	0.1046734795	-0.0434381045	-0.0334559326	-0.0221050927	-0.0314320824	0.071641667	-0.0302014181	-0.0642596663	-0.0442115966	0.1301573511	0.1632713517	0.0813987047	-0.0366477576	-0.1738535502	-0.0998898419	0.0311898237	0.0671157207	-0.0818228906	0.0755293228	0.1385055555	-0.0078365573	0.1346915149	0.0831471893	0.0150880867259246	0.0057766158707011	0.000227650361049	3.336929091763583e-05	0.0242176436546373	0.0048965132084646	0.0005864942641829	2.3975841600669254e-05	-0.061876981178166	-0.0063352236610043	4.0135058834948735e-05	0.0038287607997231	3.4806475804814946e-05	-0.0002593418320748	1.2114907579511683e-09	6.72581858639579e-08	-0.000759008818318	0.0001491050957536	2.2232329579690224e-08	5.760943862844868e-07	-0.0005099865806619	0.0002648805111646	7.01616851948198e-08	2.6008631245521664e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1307.198422054846	1.9792895533341837	1708767.7146226796	3.917587135937832	2133.7192348778026	-2.8981609131765254	4552757.773287515	8.399336678664191	1218.623752934882	-0.1782971970574181	0.0317898904785317	1485043.8512170964	1478.715707129763	1297.3746415076153	1.059909	19.950077	0.0472132908261171	0.0267379512683107	0.1012030423	0.1537663307	0.055909492	0.0222665946	0.0771262552	0.0667903078	0.1859221908	-0.1348373509	-0.0533758168	0.0518040722	-0.0387676324	0.0156506514	-0.2903750917	-0.0764025922	0.0939367986	-0.0860822297	-0.054844486	0.116101092	-0.033697463	0.1627261904	0.0419656609	-0.0187582444	0.1340043416	0.1161101132	0.1025454144	0.0383471341	-0.0479875763	-0.0739290411	0.1318977719	-0.323051698	0.1092906409	-0.0762125469	-0.0600632033	-0.0671241091	-0.017010093	-0.1195271327	-0.1084953929	0.1699451252	-0.0214613341	-0.0157572648	-0.1169422324	0.1506371417	-0.0242067346	-0.0797637967	-0.1028510653	-0.1591078919	0.1587120855	0.063587542	-0.034824947	-0.1109714267	-0.0572951869	-0.059357859	-0.170296077	0.0873311921	0.1087607696	-0.0591057015	-0.0468573231	0.0235995721	-0.1342164456	-0.2541442374	0.1901647475	-0.0523733572	0.0955402162	-0.092507829	0.0965626417	0.0943678679	-0.0620126832	0.0498196104	0.1092618518	0.0472157171	0.001227144	0.0640006653	-0.0735346766	-0.1011825085	0.0810227691	0.050927821	0.1883232571	0.2185776491	0.0706911346	-0.0062521098	-0.1457103134	0.1362679405	0.0401746497	0.0912472724	-0.0060425518	0.2268395119	-0.0039762205	0.0152440603	0.1318872767	0.0734003241	0.0150842423821586	-3.844343766001152e-06	0.0002275343682437	1.4778978991191914e-11	0.0233185216049065	-0.0008991220497307	0.0005437534498384	8.084204603121117e-07	-0.0500089425985663	0.0118680385795996	0.0001408503397268	0.0025008943398266	1.195661770960232e-05	-2.2849858095212627e-05	1.4296070705357583e-10	5.22116014971354e-10	-0.000366001639009	0.000393007179309	1.544546429884165e-07	1.3395719975727434e-07	-0.0002369979010057	0.0002729886796561	7.452281922043536e-08	5.6168005081107576e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1311.1140309032771	3.91560884843102	1719020.0020314394	15.331992653911302	2128.2906909361204	-5.428543941682165	4529621.265125349	29.46908932677413	1219.6880413948222	1.064288459940144	1.1327099259617637	1487638.9183215376	1477.6656868650202	1310.5421015336638	1.121053	21.100964	0.061774295788168	0.0309623592134367	0.0776196972	0.1219749054	0.0810969848	-0.128630563	0.0319276216	0.1886294372	0.0872705946	-0.1573327148	-0.2485536883	0.0216164261	0.0703042638	0.0850888483	-0.2496207507	-0.013266076	0.0596970715	0.0876657064	0.1146586403	0.0481509442	0.129473426	0.167144739	0.0582698705	-0.0300907143	0.3038760505	0.0134237625	-0.0626585958	0.0231850302	0.0313324539	-0.0852202331	-0.034644488	-0.0462805508	-0.0991156703	0.1627157447	-0.1315146002	-0.0575712093	-0.111726982	0.1301681887	0.0261964411	-0.0217641903	0.0602291732	0.0115084958	0.0521107406	0.0421926775	0.1218914958	-0.1064711544	-0.2473319439	-0.0914586236	0.1343484104	-0.0875466994	0.0004559486	-0.0659411876	0.0649273381	-0.202002346	-0.0394281982	0.2450846978	0.0340505116	0.005467015	-0.0848069101	0.0936866929	0.1768612911	0.0701081127	-0.005442945	0.0050388858	0.1647833559	-0.2752954083	0.070354551	-0.0169832973	-0.098934415	-0.0694086665	0.2620203309	0.1268909267	0.0579412418	0.0406194272	-0.1217007694	-0.0484607412	0.1558795845	0.1797350477	0.0654122635	0.058847893	-0.0435056011	0.0054264307	0.0483190456	0.2016837903	-0.0485512847	-0.1228814562	-0.1917205468	0.1167218231	0.0489172248	0.0348568958	0.1289028963	0.0632525717	0.0151038651137156	1.962273155700113e-05	0.0002281267413733	3.85051593758128e-10	0.0262172411355265	0.0028987195306199	0.0006873437327583	8.402574917197815e-06	-0.0311060503074713	0.018902892291095	0.0003573193369687	0.0009675863657309	0.0001460042379205	0.0001340476202108	2.1317237490745973e-08	1.7968764484205065e-08	-6.699054115477665e-05	0.0002990110978542	8.940763663998792e-08	4.487732604209824e-09	0.0001290046056271	0.0003660025066328	1.339578348614928e-07	1.6642188273003604e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1311.5931173145154	0.4790864112383133	1720276.5053868082	0.2295237894332062	2142.5173505478188	14.226659611698324	4590380.597398445	202.3978437071283	1220.5786065284242	0.8905651336019673	0.79310625718749	1489812.1347148698	1483.809507296378	1333.4800250987976	1.100669	20.717281	0.0309650416899257	0.0190347228465236	0.1112336242	0.0283486364	0.0696055616	-0.1563012937	0.0062555461	0.1781017309	-0.0275492482	0.0346389621	-0.1631919388	-0.1346608619	-0.0075699883	0.0338737489	-0.1177444329	-0.1308962291	-0.0951855434	0.0151330091	-0.081248345	0.0562825261	0.1392674747	0.0591339423	0.0233395205	0.01859026	0.0648206151	-0.1035678319	-0.0520363267	-0.1537505934	-0.0622371849	0.1034839928	-0.1233044416	0.0783851666	0.0739460543	-0.0309837277	0.1935556601	0.0079632902	-0.1480451135	-0.0885287048	-0.0694145394	0.0314476325	0.0692694174	0.0447956054	0.0655673993	-0.0207624353	0.1647788173	-0.0421427047	-0.0289200012	-0.0007175683	0.0962309281	-0.139605197	0.0606093784	0.0253680597	0.0052066883	0.0319936065	0.1779285147	0.163340623	-0.0057205407	0.0552654119	0.0123014375	-0.108483713	-0.118285955	-0.044375348	-0.1597205059	-0.216884559	-0.1221144645	0.1657846811	0.0895430677	-0.0348163851	-0.1088659831	0.0057146921	0.199555625	0.0793802676	0.1109652687	0.0270627223	-0.0796465185	-0.0043856198	0.0867707454	0.0294900387	0.0485766633	-0.0297585397	-0.0251674476	-0.0820718387	0.1172640772	0.0971233829	-0.1751817042	-0.0733394463	-0.0209592952	0.073861508	0.0716843727	0.0877489231	0.1257424501	0.0527593557	0.0151093743811401	5.509267424499975e-06	0.0002282931941894	3.035202755465659e-11	0.025938560397364	-0.0002786807381624	0.0006728089154877	7.766295382279576e-08	-0.0433367986117119	-0.0122307483042405	0.0001495912040816	0.001878078113912	0.0004070005357448	0.0002609962978243	1.6564943609655426e-07	6.81190674779907e-08	-1.798574945488518e-05	4.900479169989147e-05	2.401469609549752e-09	3.2348718345390256e-10	7.000362754932865e-05	-5.900097807777136e-05	3.481115414133656e-09	4.900507870065125e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1308.905657456541	-2.687459857974545	1713234.0201217397	7.222440488224563	2137.13610113775	-5.381249410068904	4567350.714786262	28.957845213366923	1220.2184553430436	-0.3601511853805732	0.129708876331032	1488933.0787597634	1483.4583942078707	1319.8015872950546	1.132568	21.317699	0.0490256580519298	0.0260907112695055	0.1210048516	-0.0361293897	0.0298700714	-0.0637587809	-0.1153699947	-0.0587396623	0.0728632225	0.1620254773	0.0022030696	-0.1174841097	-0.0596345985	0.0407569915	0.0821155175	0.2094653844	-0.0542589884	-0.1298606154	-0.0845768993	0.0904606088	0.0554400636	0.1430884858	-0.1439883774	0.069871698	0.1224722845	0.1198635276	0.0315746517	-0.0470227876	-0.112872832	-0.1170797475	-0.1768372503	0.0931154521	0.2061177351	0.0095363222	-0.1136793619	-0.1088506917	0.0496199257	0.0904864282	0.0536110064	0.1159012654	0.0288433708	-0.197423295	-0.1252983897	0.088688155	0.0314173728	-0.1080648096	0.0557365398	0.0994834866	0.0662124767	-0.0690726249	0.1734734165	0.1800495361	-0.1408775974	0.0655838657	0.1532843168	0.0432963321	0.0409454757	0.0955811236	0.1201644532	0.07180735	-0.1200626855	-0.0262064735	-0.2229075416	0.0140194938	0.1600508169	0.1261589607	0.079917905	0.0208740345	-0.1402310608	0.1487135668	0.0631341913	0.0420734092	0.1377687125	-0.0392868813	-0.0127619521	0.0269169445	0.0048274459	-0.0561305287	-0.0219553467	-0.0296799239	-0.0159350429	-0.0787662776	0.1034332582	0.0512851444	-0.178476945	0.0848879473	0.1405179893	0.0911433916	-0.0527703896	0.0556212188	0.1224102548	0.0419779864	0.0008317451344623	-0.0142776292466778	6.917999687017095e-07	0.0002038506969055	0.0289110693876324	0.0029725089902684	0.0008358499331364	8.835809697226467e-06	-0.0387608471079943	0.0045759515037175	2.0939332164375334e-05	0.0015024032685293	1.3999280003845769e-05	-0.0003930012557409	1.9597984062607599e-10	1.544499870139669e-07	8.100014923817511e-05	9.898589869306028e-05	9.798208140072796e-09	6.56102417660664e-09	1.7999415758022365e-05	-5.2004211791306286e-05	2.7044380440350397e-09	3.2397896763014385e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1306.3641540917151	-2.5415033648257577	1706587.3030957624	6.4592393534206485	2140.637776541444	3.5016754036942075	4582330.090356298	12.261730632836992	1218.6360258061834	-1.582429536860218	2.504083239127644	1485073.763392689	1482.47370570668	1334.8150238266371	1.128175	21.235022	0.0556216226726298	0.0268230845452144	0.1447758864	-0.0710594123	-0.0573777655	0.002024324	0.0980582668	-0.1257010543	0.1073367529	0.0413731474	0.1607254836	-0.0976029492	-0.1983181283	0.0756571372	-0.0895567648	0.0720896218	-0.0084259588	0.1327747134	0.0097995989	0.0649051762	-0.0648071805	0.1786178753	0.0277682757	0.2026515722	0.1218492248	-0.0076187018	0.0563352166	-0.0305888503	0.0341112359	0.1523063199	-0.0336532496	-0.002920034	0.0551233188	0.0189124903	-0.0319998115	0.1523772017	-0.0418468754	0.1425454078	-0.0046606869	0.0002334016	-0.2023419846	0.2200907389	0.1764928717	0.1124905356	-0.0234852861	-0.1908136296	0.026723231	0.0729690379	0.0930498186	-0.0131160364	-0.0258469307	0.017478119	-0.0569375756	-0.0231672329	0.1731894104	-0.0152814439	-0.2114057506	0.0607431042	0.0255251809	0.127177222	-0.0374498945	0.0449274401	0.0290987038	0.1610552958	-0.0971821133	-0.0885212486	0.0915413452	0.056853963	-0.1221189385	0.1190205999	0.1320152489	0.0411218991	0.0180098629	-0.1024748377	-0.0276913223	0.1105326533	-0.0808986443	0.0381210998	0.0266863955	0.0537921795	-0.1102697421	-0.0637843993	-0.071394383	-0.0097150242	0.0194738117	0.1473534406	0.1800701691	0.0046436926	0.0450655423	-0.0626038884	0.1189108618	0.0309673479	-0.0012546345071626	-0.0020863796416249	1.57410774656314e-06	4.352980008986847e-06	0.0485520247427047	0.0196409553550723	0.0023572991066162	0.0003857671272599	-0.0265669072857406	0.0121939398222537	0.0001486921683887	0.0007058005627291	0.0002089982391612	0.0001949989591573	4.368026397248215e-08	3.80245940724515e-08	-2.901162614432629e-05	-0.0001100117753825	1.2102590722809942e-08	8.416744515381565e-10	-0.0001109968067757	-0.0001289962225337	1.664002542796962e-08	1.2320291114402082e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1306.0467107009592	-0.3174433907558978	1705758.0105327952	0.1007703063346016	2130.614535987598	-10.02324055384588	4539518.300961648	100.46535120026068	1219.2678845994017	0.6318587932182709	0.3992455345672496	1486614.1744155	1479.7420718009012	1297.089102947254	1.099821	20.701321	0.1006056068580768	0.0516368688967625	0.0840628846	-0.0079714312	-0.0690102201	0.0346236455	0.1907530833	0.0683475025	0.0547530851	-0.1427603352	0.0011100079	-0.0999704848	-0.037585268	0.1956801061	-0.1974314336	-0.0300652528	0.0445459592	0.09827477	0.1005357878	0.0276665863	0.0425212448	-0.0407830292	0.056428085	0.1146643828	0.0176072411	-0.1195319914	0.2445452207	-0.1757995268	-0.0089897719	0.0061709836	-0.1624917236	-0.077451486	-0.0021392118	0.0459760565	-0.0889473338	-0.0008110039	0.0829389938	0.1779007294	0.1475885337	-0.0615963426	0.1965386811	0.0699272859	-0.1215460601	0.0016529292	0.0714178148	-0.1746716419	-0.003089566	-0.0036587379	0.0282557895	0.009223491	-0.2464259425	-0.0465406051	-0.0248515662	-0.1704142877	0.1349035099	0.0744621409	-0.0434461854	0.0842093494	-0.089921962	0.1155332713	0.1851980199	-0.1277023879	-0.0745347367	0.0979507966	0.1266681688	-0.040624271	0.0818067571	-0.0299206685	-0.1093302073	0.074671773	0.235279858	0.0767729291	0.0274524783	-0.0484198685	-0.1121020212	0.1569391612	-0.0934282979	0.0920062324	-0.1424242791	-0.0151576013	-0.1761285819	0.1272014297	0.0505945448	-0.0171470263	0.0492311277	0.0235390992	-0.0054911042	-0.0808440842	0.0330502549	-0.2327431636	0.1152490509	0.0197875765	-0.0012891080771311	-3.447356996850006e-05	1.6617996345246423e-06	1.188427026373069e-09	0.0295301495985427	-0.019021875144162	0.0008720297353123	0.000361831734	0.0167577631616282	0.0433246704473688	0.0018770270693731	0.0002808226261812	0.0006509955875393	0.0004419973483781	4.2379525499563843e-07	1.953616559732715e-07	0.0001130227960592	0.0001420344222035	2.017377709068956e-08	1.2774152429039512e-08	6.946317657422412e-05	0.0001804599833499	3.256580559065489e-08	4.825132899781839e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1308.683081756385	2.6363710554257977	1712651.4084753892	6.950452341886935	2130.3597877247184	-0.2547482628797297	4538432.825154508	0.0648966774402398	1220.0692563320729	0.801371732671214	0.6421966539244637	1488568.990246697	1481.2835161175644	1314.2920346777507	1.012886	19.065001	0.0907212543465171	0.0645783944589951	0.0888322992	-0.0700092392	-0.051382903	0.0383153759	0.1266107596	0.1370835869	-0.0001326004	-0.0955388806	-0.0639571568	-0.0595491919	0.038911687	0.1770001702	-0.0666965264	0.0130789221	0.0289713475	0.142468183	-0.0705318109	0.0634934394	0.1067711647	0.0421704562	0.1157130055	0.1495980613	0.1352388615	-0.1109977111	-0.0120920613	0.1128704255	0.030839337	-0.00761457	-0.0351911856	0.0489334446	-0.2127658113	-0.1074596718	0.1970498869	-0.0176596541	-0.2849695804	0.052038659	-0.1109057369	-0.1279120576	-0.0204740519	0.1165625082	-0.0835576307	-0.0187603702	0.102885608	-0.1696238077	-0.0744109252	-0.0431159158	0.0782807966	0.0511338096	-0.0864136034	0.0799124859	0.0681359294	0.0237032592	0.071194872	0.2164229681	-0.192693135	0.0234976649	-0.0726423284	-0.0874417744	0.0002918594	0.1611300101	-0.0039551328	-0.0850863731	0.1829587534	0.1143914663	0.0616274723	-0.0722083548	-0.1374643014	0.1502446891	0.1608420193	0.0993338876	0.0904930907	-0.0039336803	-0.1156444891	0.1622599157	-0.0363280036	0.0281623351	-0.1747947236	-0.0617228149	-0.1199234884	0.1223935311	0.0885241382	-0.0191556989	-0.0213862555	-0.1135063426	-0.0447391484	-0.0622399261	-0.0208484852	-0.0702723513	0.1114298236	0.0084997322	-0.0011795271268368	0.0001095809502943	1.3912842429438767e-06	1.2007984667401852e-08	-0.0010826243666315	-0.0306127739651742	1.1720755192242566e-06	0.0009371419298428	0.0167371361300254	-2.0627031602798995e-05	4.254744327428685e-10	0.000280131725835	-0.0004169994482331	-0.0010679950357724	1.7388853982670985e-07	1.14061339643449e-06	-1.801456367833687e-05	-0.0001310373597375	1.717078964698465e-08	3.24524504520854e-10	6.999622905320404e-05	5.330524789799187e-07	2.841449453466366e-13	4.899472081668605e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
